protocol,task,mode,metric,chance,test_subject,fold,value,best_val
within,eccentricity,eeg_imu,acc,0.5,6,3.0,0.54375,0.4857142857142857
within,eccentricity,eeg_imu,acc,0.5,6,4.0,0.48125,0.5823529411764706
within,eccentricity,eeg_imu,acc,0.5,7,0.0,0.5,0.5333333333333333
within,eccentricity,eeg_imu,acc,0.5,7,1.0,0.5294117647058824,0.6428571428571429
within,eccentricity,eeg_imu,acc,0.5,7,2.0,0.4764705882352941,0.58
within,eccentricity,eeg_imu,acc,0.5,7,3.0,0.5375,0.5071428571428571
within,eccentricity,eeg_imu,acc,0.5,7,4.0,0.4625,0.5941176470588235
within,eccentricity,eeg_imu,acc,0.5,8,0.0,0.48823529411764705,0.4666666666666667
within,eccentricity,eeg_imu,acc,0.5,8,1.0,0.5,0.42857142857142855
within,eccentricity,eeg_imu,acc,0.5,8,2.0,0.49411764705882355,0.51
within,eccentricity,eeg_imu,acc,0.5,8,3.0,0.55,0.5071428571428571
within,eccentricity,eeg_imu,acc,0.5,8,4.0,0.5,0.5882352941176471
within,eccentricity,eeg_imu,acc,0.5,9,0.0,0.5235294117647059,0.43333333333333335
within,eccentricity,eeg_imu,acc,0.5,9,1.0,0.5352941176470588,0.6285714285714286
within,eccentricity,eeg_imu,acc,0.5,9,2.0,0.49411764705882355,0.56
within,eccentricity,eeg_imu,acc,0.5,9,3.0,0.4625,0.5857142857142857
within,eccentricity,eeg_imu,acc,0.5,9,4.0,0.48125,0.5823529411764706
within,eccentricity,eeg_imu,acc,0.5,10,0.0,0.5176470588235295,0.4666666666666667
within,eccentricity,eeg_imu,acc,0.5,10,1.0,0.5058823529411764,0.5857142857142857
within,eccentricity,eeg_imu,acc,0.5,10,2.0,0.4647058823529412,0.55
within,eccentricity,eeg_imu,acc,0.5,10,3.0,0.5625,0.4928571428571429
within,eccentricity,eeg_imu,acc,0.5,10,4.0,0.475,0.6058823529411764
within,eccentricity,eeg_imu,acc,0.5,11,0.0,0.5352941176470588,0.4666666666666667
within,eccentricity,eeg_imu,acc,0.5,11,1.0,0.5411764705882353,0.5857142857142857
within,eccentricity,eeg_imu,acc,0.5,11,2.0,0.4588235294117647,0.57
within,eccentricity,eeg_imu,acc,0.5,11,3.0,0.55625,0.4785714285714286
within,eccentricity,eeg_imu,acc,0.5,11,4.0,0.49375,0.5588235294117647
within,eccentricity,eeg_imu,acc,0.5,12,0.0,0.5117647058823529,0.36666666666666664
within,eccentricity,eeg_imu,acc,0.5,12,1.0,0.5176470588235295,0.5428571428571428
within,eccentricity,eeg_imu,acc,0.5,12,2.0,0.48823529411764705,0.58
within,eccentricity,eeg_imu,acc,0.5,12,3.0,0.55,0.4785714285714286
within,eccentricity,eeg_imu,acc,0.5,12,4.0,0.5,0.5117647058823529
within,eccentricity,eeg_imu,acc,0.5,13,0.0,0.5529411764705883,0.4666666666666667
within,eccentricity,eeg_imu,acc,0.5,13,1.0,0.5117647058823529,0.6285714285714286
within,eccentricity,eeg_imu,acc,0.5,13,2.0,0.4764705882352941,0.56
within,eccentricity,eeg_imu,acc,0.5,13,3.0,0.55,0.4785714285714286
within,eccentricity,eeg_imu,acc,0.5,13,4.0,0.48125,0.5823529411764706
within,eccentricity,eeg_imu,acc,0.5,14,0.0,0.5176470588235295,0.36666666666666664
within,eccentricity,eeg_imu,acc,0.5,14,1.0,0.5058823529411764,0.6285714285714286
within,eccentricity,eeg_imu,acc,0.5,14,2.0,0.47058823529411764,0.55
within,eccentricity,eeg_imu,acc,0.5,14,3.0,0.54375,0.4714285714285714
within,eccentricity,eeg_imu,acc,0.5,14,4.0,0.5125,0.5705882352941176
within,eccentricity,eeg_imu,acc,0.5,15,0.0,0.5470588235294118,0.5666666666666667
within,eccentricity,eeg_imu,acc,0.5,15,1.0,0.5176470588235295,0.6
within,eccentricity,eeg_imu,acc,0.5,15,2.0,0.4625,0.59
within,eccentricity,eeg_imu,acc,0.5,15,3.0,0.5375,0.47692307692307695
within,eccentricity,eeg_imu,acc,0.5,15,4.0,0.46875,0.5529411764705883
within,eccentricity,eeg_imu,acc,0.5,16,0.0,0.5235294117647059,0.4
within,eccentricity,eeg_imu,acc,0.5,16,1.0,0.5529411764705883,0.6714285714285714
within,eccentricity,eeg_imu,acc,0.5,16,2.0,0.48823529411764705,0.59
within,eccentricity,eeg_imu,acc,0.5,16,3.0,0.55,0.5
within,eccentricity,eeg_imu,acc,0.5,16,4.0,0.4125,0.5647058823529412
within,eccentricity,gaze_imu,acc,0.5,1,0.0,0.5,0.5
within,eccentricity,gaze_imu,acc,0.5,1,1.0,0.4823529411764706,0.5142857142857142
within,eccentricity,gaze_imu,acc,0.5,1,2.0,0.5117647058823529,0.45
within,eccentricity,gaze_imu,acc,0.5,1,3.0,0.53125,0.5357142857142857
within,eccentricity,gaze_imu,acc,0.5,1,4.0,0.4125,0.6058823529411764
within,eccentricity,gaze_imu,acc,0.5,2,0.0,0.5117647058823529,0.5333333333333333
within,eccentricity,gaze_imu,acc,0.5,2,1.0,0.5352941176470588,0.6571428571428571
within,eccentricity,gaze_imu,acc,0.5,2,2.0,0.5117647058823529,0.52
within,eccentricity,gaze_imu,acc,0.5,2,3.0,0.5125,0.5
within,eccentricity,gaze_imu,acc,0.5,2,4.0,0.48125,0.5882352941176471
within,eccentricity,gaze_imu,acc,0.5,3,0.0,0.48823529411764705,0.5333333333333333
within,eccentricity,gaze_imu,acc,0.5,3,1.0,0.5294117647058824,0.7285714285714285
within,eccentricity,gaze_imu,acc,0.5,3,2.0,0.5,0.58
within,eccentricity,gaze_imu,acc,0.5,3,3.0,0.5,0.5071428571428571
within,eccentricity,gaze_imu,acc,0.5,3,4.0,0.46875,0.5352941176470588
within,eccentricity,gaze_imu,acc,0.5,4,0.0,0.5176470588235295,0.6
within,eccentricity,gaze_imu,acc,0.5,4,1.0,0.5352941176470588,0.6714285714285714
within,eccentricity,gaze_imu,acc,0.5,4,2.0,0.49411764705882355,0.49
within,eccentricity,gaze_imu,acc,0.5,4,3.0,0.5,0.5142857142857142
within,eccentricity,gaze_imu,acc,0.5,4,4.0,0.45625,0.5823529411764706
within,eccentricity,gaze_imu,acc,0.5,5,0.0,0.5294117647058824,0.6
within,eccentricity,gaze_imu,acc,0.5,5,1.0,0.5529411764705883,0.6428571428571429
within,eccentricity,gaze_imu,acc,0.5,5,2.0,0.5117647058823529,0.54
within,eccentricity,gaze_imu,acc,0.5,5,3.0,0.51875,0.5357142857142857
within,eccentricity,gaze_imu,acc,0.5,5,4.0,0.41875,0.5882352941176471
within,eccentricity,gaze_imu,acc,0.5,6,0.0,0.4823529411764706,0.5666666666666667
within,eccentricity,gaze_imu,acc,0.5,6,1.0,0.5,0.5857142857142857
within,eccentricity,gaze_imu,acc,0.5,6,2.0,0.5117647058823529,0.58
within,eccentricity,gaze_imu,acc,0.5,6,3.0,0.54375,0.5214285714285715
within,eccentricity,gaze_imu,acc,0.5,6,4.0,0.41875,0.5882352941176471
within,eccentricity,gaze_imu,acc,0.5,7,0.0,0.4823529411764706,0.5
within,eccentricity,gaze_imu,acc,0.5,7,1.0,0.47058823529411764,0.6285714285714286
within,eccentricity,gaze_imu,acc,0.5,7,2.0,0.4823529411764706,0.51
within,eccentricity,gaze_imu,acc,0.5,7,3.0,0.5,0.4714285714285714
within,eccentricity,gaze_imu,acc,0.5,7,4.0,0.45625,0.6058823529411764
within,eccentricity,gaze_imu,acc,0.5,8,0.0,0.5,0.5333333333333333
within,eccentricity,gaze_imu,acc,0.5,8,1.0,0.47058823529411764,0.5285714285714286
within,eccentricity,gaze_imu,acc,0.5,8,2.0,0.49411764705882355,0.51
within,eccentricity,gaze_imu,acc,0.5,8,3.0,0.5,0.55
within,eccentricity,gaze_imu,acc,0.5,8,4.0,0.44375,0.5941176470588235
within,eccentricity,gaze_imu,acc,0.5,9,0.0,0.48823529411764705,0.5666666666666667
within,eccentricity,gaze_imu,acc,0.5,9,1.0,0.49411764705882355,0.5428571428571428
within,eccentricity,gaze_imu,acc,0.5,9,2.0,0.49411764705882355,0.53
within,eccentricity,gaze_imu,acc,0.5,9,3.0,0.5125,0.5571428571428572
within,eccentricity,gaze_imu,acc,0.5,9,4.0,0.49375,0.5764705882352941
within,eccentricity,gaze_imu,acc,0.5,10,0.0,0.5352941176470588,0.6
within,eccentricity,gaze_imu,acc,0.5,10,1.0,0.5,0.6142857142857143
within,eccentricity,gaze_imu,acc,0.5,10,2.0,0.48823529411764705,0.44
within,eccentricity,gaze_imu,acc,0.5,10,3.0,0.5625,0.4928571428571429
within,eccentricity,gaze_imu,acc,0.5,10,4.0,0.475,0.5294117647058824
within,eccentricity,gaze_imu,acc,0.5,11,0.0,0.5,0.5
within,eccentricity,gaze_imu,acc,0.5,11,1.0,0.5058823529411764,0.6
within,eccentricity,gaze_imu,acc,0.5,11,2.0,0.5117647058823529,0.52
within,eccentricity,gaze_imu,acc,0.5,11,3.0,0.49375,0.5071428571428571
within,eccentricity,gaze_imu,acc,0.5,11,4.0,0.4125,0.49411764705882355
within,eccentricity,gaze_imu,acc,0.5,12,0.0,0.5117647058823529,0.5666666666666667
within,eccentricity,gaze_imu,acc,0.5,12,1.0,0.5058823529411764,0.5857142857142857
within,eccentricity,gaze_imu,acc,0.5,12,2.0,0.5117647058823529,0.49
within,eccentricity,gaze_imu,acc,0.5,12,3.0,0.51875,0.5285714285714286
within,eccentricity,gaze_imu,acc,0.5,12,4.0,0.475,0.5352941176470588
within,eccentricity,gaze_imu,acc,0.5,13,0.0,0.5,0.6
within,eccentricity,gaze_imu,acc,0.5,13,1.0,0.5411764705882353,0.6285714285714286
within,eccentricity,gaze_imu,acc,0.5,13,2.0,0.48823529411764705,0.51
within,eccentricity,gaze_imu,acc,0.5,13,3.0,0.5125,0.5142857142857142
within,eccentricity,gaze_imu,acc,0.5,13,4.0,0.4125,0.6
within,eccentricity,gaze_imu,acc,0.5,14,0.0,0.5058823529411764,0.6333333333333333
within,eccentricity,gaze_imu,acc,0.5,14,1.0,0.5117647058823529,0.6142857142857143
within,eccentricity,gaze_imu,acc,0.5,14,2.0,0.5,0.45
within,eccentricity,gaze_imu,acc,0.5,14,3.0,0.53125,0.5214285714285715
within,eccentricity,gaze_imu,acc,0.5,14,4.0,0.50625,0.5294117647058824
within,eccentricity,gaze_imu,acc,0.5,15,0.0,0.49411764705882355,0.5
within,eccentricity,gaze_imu,acc,0.5,15,1.0,0.5529411764705883,0.5714285714285714
within,eccentricity,gaze_imu,acc,0.5,15,2.0,0.475,0.62
within,eccentricity,gaze_imu,acc,0.5,15,3.0,0.49375,0.5538461538461539
within,eccentricity,gaze_imu,acc,0.5,15,4.0,0.475,0.5294117647058824
within,eccentricity,gaze_imu,acc,0.5,16,0.0,0.49411764705882355,0.6
within,eccentricity,gaze_imu,acc,0.5,16,1.0,0.5529411764705883,0.5714285714285714
within,eccentricity,gaze_imu,acc,0.5,16,2.0,0.5176470588235295,0.52
within,eccentricity,gaze_imu,acc,0.5,16,3.0,0.525,0.5357142857142857
within,eccentricity,gaze_imu,acc,0.5,16,4.0,0.475,0.5117647058823529
within,eccentricity,eeg_gaze_imu,acc,0.5,1,0.0,0.5176470588235295,0.4666666666666667
within,eccentricity,eeg_gaze_imu,acc,0.5,1,1.0,0.49411764705882355,0.5428571428571428
within,eccentricity,eeg_gaze_imu,acc,0.5,1,2.0,0.4823529411764706,0.48
within,eccentricity,eeg_gaze_imu,acc,0.5,1,3.0,0.5375,0.5285714285714286
within,eccentricity,eeg_gaze_imu,acc,0.5,1,4.0,0.41875,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,2,0.0,0.5470588235294118,0.5333333333333333
within,eccentricity,eeg_gaze_imu,acc,0.5,2,1.0,0.5294117647058824,0.6571428571428571
within,eccentricity,eeg_gaze_imu,acc,0.5,2,2.0,0.5117647058823529,0.52
within,eccentricity,eeg_gaze_imu,acc,0.5,2,3.0,0.525,0.4928571428571429
within,eccentricity,eeg_gaze_imu,acc,0.5,2,4.0,0.4875,0.5882352941176471
within,eccentricity,eeg_gaze_imu,acc,0.5,3,0.0,0.5176470588235295,0.5333333333333333
within,eccentricity,eeg_gaze_imu,acc,0.5,3,1.0,0.5352941176470588,0.7285714285714285
within,eccentricity,eeg_gaze_imu,acc,0.5,3,2.0,0.5,0.58
within,eccentricity,eeg_gaze_imu,acc,0.5,3,3.0,0.5125,0.5071428571428571
within,eccentricity,eeg_gaze_imu,acc,0.5,3,4.0,0.45,0.5529411764705883
within,eccentricity,eeg_gaze_imu,acc,0.5,4,0.0,0.5235294117647059,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,4,1.0,0.5294117647058824,0.6714285714285714
within,eccentricity,eeg_gaze_imu,acc,0.5,4,2.0,0.5058823529411764,0.51
within,eccentricity,eeg_gaze_imu,acc,0.5,4,3.0,0.50625,0.5142857142857142
within,eccentricity,eeg_gaze_imu,acc,0.5,4,4.0,0.4625,0.5823529411764706
within,eccentricity,eeg_gaze_imu,acc,0.5,5,0.0,0.5411764705882353,0.6333333333333333
within,eccentricity,eeg_gaze_imu,acc,0.5,5,1.0,0.5235294117647059,0.6571428571428571
within,eccentricity,eeg_gaze_imu,acc,0.5,5,2.0,0.49411764705882355,0.56
within,eccentricity,eeg_gaze_imu,acc,0.5,5,3.0,0.50625,0.5285714285714286
within,eccentricity,eeg_gaze_imu,acc,0.5,5,4.0,0.45625,0.5411764705882353
within,eccentricity,eeg_gaze_imu,acc,0.5,6,0.0,0.5,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,6,1.0,0.49411764705882355,0.6571428571428571
within,eccentricity,eeg_gaze_imu,acc,0.5,6,2.0,0.5117647058823529,0.58
within,eccentricity,eeg_gaze_imu,acc,0.5,6,3.0,0.5375,0.5142857142857142
within,eccentricity,eeg_gaze_imu,acc,0.5,6,4.0,0.41875,0.5882352941176471
within,eccentricity,eeg_gaze_imu,acc,0.5,7,0.0,0.5352941176470588,0.43333333333333335
within,eccentricity,eeg_gaze_imu,acc,0.5,7,1.0,0.5,0.6428571428571429
within,eccentricity,eeg_gaze_imu,acc,0.5,7,2.0,0.4647058823529412,0.57
within,eccentricity,eeg_gaze_imu,acc,0.5,7,3.0,0.55,0.5071428571428571
within,eccentricity,eeg_gaze_imu,acc,0.5,7,4.0,0.45625,0.6058823529411764
within,eccentricity,eeg_gaze_imu,acc,0.5,8,0.0,0.49411764705882355,0.5
within,eccentricity,eeg_gaze_imu,acc,0.5,8,1.0,0.45294117647058824,0.5285714285714286
within,eccentricity,eeg_gaze_imu,acc,0.5,8,2.0,0.48823529411764705,0.51
within,eccentricity,eeg_gaze_imu,acc,0.5,8,3.0,0.50625,0.5428571428571428
within,eccentricity,eeg_gaze_imu,acc,0.5,8,4.0,0.4375,0.611764705882353
within,eccentricity,eeg_gaze_imu,acc,0.5,9,0.0,0.5117647058823529,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,9,1.0,0.5,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,9,2.0,0.49411764705882355,0.51
within,eccentricity,eeg_gaze_imu,acc,0.5,9,3.0,0.4625,0.5857142857142857
within,eccentricity,eeg_gaze_imu,acc,0.5,9,4.0,0.48125,0.5823529411764706
within,eccentricity,eeg_gaze_imu,acc,0.5,10,0.0,0.5235294117647059,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,10,1.0,0.5,0.6428571428571429
within,eccentricity,eeg_gaze_imu,acc,0.5,10,2.0,0.45294117647058824,0.55
within,eccentricity,eeg_gaze_imu,acc,0.5,10,3.0,0.55625,0.4928571428571429
within,eccentricity,eeg_gaze_imu,acc,0.5,10,4.0,0.48125,0.5235294117647059
within,eccentricity,eeg_gaze_imu,acc,0.5,11,0.0,0.5352941176470588,0.43333333333333335
within,eccentricity,eeg_gaze_imu,acc,0.5,11,1.0,0.5176470588235295,0.6142857142857143
within,eccentricity,eeg_gaze_imu,acc,0.5,11,2.0,0.5117647058823529,0.53
within,eccentricity,eeg_gaze_imu,acc,0.5,11,3.0,0.575,0.45714285714285713
within,eccentricity,eeg_gaze_imu,acc,0.5,11,4.0,0.425,0.5235294117647059
within,eccentricity,eeg_gaze_imu,acc,0.5,12,0.0,0.5117647058823529,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,12,1.0,0.5235294117647059,0.5428571428571428
within,eccentricity,eeg_gaze_imu,acc,0.5,12,2.0,0.5176470588235295,0.48
within,eccentricity,eeg_gaze_imu,acc,0.5,12,3.0,0.5125,0.5285714285714286
within,eccentricity,eeg_gaze_imu,acc,0.5,12,4.0,0.475,0.5352941176470588
within,eccentricity,eeg_gaze_imu,acc,0.5,13,0.0,0.5058823529411764,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,13,1.0,0.5294117647058824,0.6142857142857143
within,eccentricity,eeg_gaze_imu,acc,0.5,13,2.0,0.4647058823529412,0.52
within,eccentricity,eeg_gaze_imu,acc,0.5,13,3.0,0.5375,0.5142857142857142
within,eccentricity,eeg_gaze_imu,acc,0.5,13,4.0,0.4125,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,14,0.0,0.5058823529411764,0.6333333333333333
within,eccentricity,eeg_gaze_imu,acc,0.5,14,1.0,0.4823529411764706,0.6428571428571429
within,eccentricity,eeg_gaze_imu,acc,0.5,14,2.0,0.5058823529411764,0.46
within,eccentricity,eeg_gaze_imu,acc,0.5,14,3.0,0.525,0.5285714285714286
within,eccentricity,eeg_gaze_imu,acc,0.5,14,4.0,0.51875,0.5294117647058824
within,eccentricity,eeg_gaze_imu,acc,0.5,15,0.0,0.4823529411764706,0.4666666666666667
within,eccentricity,eeg_gaze_imu,acc,0.5,15,1.0,0.5117647058823529,0.5571428571428572
within,eccentricity,eeg_gaze_imu,acc,0.5,15,2.0,0.46875,0.62
within,eccentricity,eeg_gaze_imu,acc,0.5,15,3.0,0.49375,0.5538461538461539
within,eccentricity,eeg_gaze_imu,acc,0.5,15,4.0,0.4375,0.5352941176470588
within,eccentricity,eeg_gaze_imu,acc,0.5,16,0.0,0.48823529411764705,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,16,1.0,0.5529411764705883,0.6
within,eccentricity,eeg_gaze_imu,acc,0.5,16,2.0,0.5117647058823529,0.51
within,eccentricity,eeg_gaze_imu,acc,0.5,16,3.0,0.525,0.5357142857142857
within,eccentricity,eeg_gaze_imu,acc,0.5,16,4.0,0.4625,0.5176470588235295
within,hemisphere,eeg_gaze,acc,0.5,1,0.0,0.48823529411764705,0.6333333333333333
within,hemisphere,eeg_gaze,acc,0.5,1,1.0,0.5411764705882353,0.4857142857142857
within,hemisphere,eeg_gaze,acc,0.5,1,2.0,0.5176470588235295,0.52
within,hemisphere,eeg_gaze,acc,0.5,1,3.0,0.5,0.5071428571428571
within,hemisphere,eeg_gaze,acc,0.5,1,4.0,0.51875,0.5235294117647059
within,hemisphere,eeg_gaze,acc,0.5,2,0.0,0.5117647058823529,0.5333333333333333
within,hemisphere,eeg_gaze,acc,0.5,2,1.0,0.5176470588235295,0.5142857142857142
within,hemisphere,eeg_gaze,acc,0.5,2,2.0,0.5,0.54
within,hemisphere,eeg_gaze,acc,0.5,2,3.0,0.46875,0.5
within,hemisphere,eeg_gaze,acc,0.5,2,4.0,0.525,0.49411764705882355
within,hemisphere,eeg_gaze,acc,0.5,3,0.0,0.4823529411764706,0.5333333333333333
within,hemisphere,eeg_gaze,acc,0.5,3,1.0,0.5176470588235295,0.5
within,hemisphere,eeg_gaze,acc,0.5,3,2.0,0.5058823529411764,0.54
within,hemisphere,eeg_gaze,acc,0.5,3,3.0,0.475,0.4928571428571429
within,hemisphere,eeg_gaze,acc,0.5,3,4.0,0.5375,0.5176470588235295
within,hemisphere,eeg_gaze,acc,0.5,4,0.0,0.4764705882352941,0.5333333333333333
within,hemisphere,eeg_gaze,acc,0.5,4,1.0,0.5470588235294118,0.5285714285714286
within,hemisphere,eeg_gaze,acc,0.5,4,2.0,0.5176470588235295,0.53
within,hemisphere,eeg_gaze,acc,0.5,4,3.0,0.4625,0.5357142857142857
within,hemisphere,eeg_gaze,acc,0.5,4,4.0,0.53125,0.5117647058823529
within,hemisphere,eeg_gaze,acc,0.5,5,0.0,0.5294117647058824,0.6333333333333333
within,hemisphere,eeg_gaze,acc,0.5,5,1.0,0.5352941176470588,0.45714285714285713
within,hemisphere,eeg_gaze,acc,0.5,5,2.0,0.5294117647058824,0.57
within,hemisphere,eeg_gaze,acc,0.5,5,3.0,0.49375,0.5428571428571428
within,hemisphere,eeg_gaze,acc,0.5,5,4.0,0.49375,0.5176470588235295
within,hemisphere,eeg_gaze,acc,0.5,6,0.0,0.5176470588235295,0.5
within,hemisphere,eeg_gaze,acc,0.5,6,1.0,0.5647058823529412,0.4714285714285714
within,hemisphere,eeg_gaze,acc,0.5,6,2.0,0.4647058823529412,0.51
within,hemisphere,eeg_gaze,acc,0.5,6,3.0,0.45,0.5785714285714286
within,hemisphere,eeg_gaze,acc,0.5,6,4.0,0.51875,0.5235294117647059
within,hemisphere,eeg_gaze,acc,0.5,7,0.0,0.5294117647058824,0.5666666666666667
within,hemisphere,eeg_gaze,acc,0.5,7,1.0,0.5294117647058824,0.4857142857142857
within,hemisphere,eeg_gaze,acc,0.5,7,2.0,0.48823529411764705,0.5
within,hemisphere,eeg_gaze,acc,0.5,7,3.0,0.45625,0.5785714285714286
within,hemisphere,eeg_gaze,acc,0.5,7,4.0,0.525,0.5529411764705883
within,hemisphere,eeg_gaze,acc,0.5,8,0.0,0.5470588235294118,0.6333333333333333
within,hemisphere,eeg_gaze,acc,0.5,8,1.0,0.5117647058823529,0.45714285714285713
within,hemisphere,eeg_gaze,acc,0.5,8,2.0,0.5352941176470588,0.47
within,hemisphere,eeg_gaze,acc,0.5,8,3.0,0.46875,0.5142857142857142
within,hemisphere,eeg_gaze,acc,0.5,8,4.0,0.5,0.48823529411764705
within,hemisphere,eeg_gaze,acc,0.5,9,0.0,0.5176470588235295,0.5666666666666667
within,hemisphere,eeg_gaze,acc,0.5,9,1.0,0.5411764705882353,0.5142857142857142
within,hemisphere,eeg_gaze,acc,0.5,9,2.0,0.5117647058823529,0.48
within,hemisphere,eeg_gaze,acc,0.5,9,3.0,0.48125,0.5142857142857142
within,hemisphere,eeg_gaze,acc,0.5,9,4.0,0.5125,0.5294117647058824
within,hemisphere,eeg_gaze,acc,0.5,10,0.0,0.5117647058823529,0.5333333333333333
within,hemisphere,eeg_gaze,acc,0.5,10,1.0,0.5352941176470588,0.5285714285714286
within,hemisphere,eeg_gaze,acc,0.5,10,2.0,0.5,0.55
within,hemisphere,eeg_gaze,acc,0.5,10,3.0,0.4875,0.5714285714285714
within,hemisphere,eeg_gaze,acc,0.5,10,4.0,0.49375,0.5
within,hemisphere,eeg_gaze,acc,0.5,11,0.0,0.4823529411764706,0.5666666666666667
within,hemisphere,eeg_gaze,acc,0.5,11,1.0,0.5470588235294118,0.5142857142857142
within,hemisphere,eeg_gaze,acc,0.5,11,2.0,0.5,0.55
within,hemisphere,eeg_gaze,acc,0.5,11,3.0,0.48125,0.5571428571428572
within,hemisphere,eeg_gaze,acc,0.5,11,4.0,0.53125,0.5117647058823529
within,hemisphere,eeg_gaze,acc,0.5,12,0.0,0.5,0.5333333333333333
within,hemisphere,eeg_gaze,acc,0.5,12,1.0,0.5352941176470588,0.5142857142857142
within,hemisphere,eeg_gaze,acc,0.5,12,2.0,0.48823529411764705,0.51
within,hemisphere,eeg_gaze,acc,0.5,12,3.0,0.4375,0.5071428571428571
within,hemisphere,eeg_gaze,acc,0.5,12,4.0,0.51875,0.5
within,hemisphere,eeg_gaze,acc,0.5,13,0.0,0.5235294117647059,0.6
within,hemisphere,eeg_gaze,acc,0.5,13,1.0,0.5411764705882353,0.5
within,hemisphere,eeg_gaze,acc,0.5,13,2.0,0.4764705882352941,0.55
within,hemisphere,eeg_gaze,acc,0.5,13,3.0,0.45625,0.5
within,hemisphere,eeg_gaze,acc,0.5,13,4.0,0.51875,0.48823529411764705
within,hemisphere,eeg_gaze,acc,0.5,14,0.0,0.5,0.5333333333333333
within,hemisphere,eeg_gaze,acc,0.5,14,1.0,0.5529411764705883,0.5285714285714286
within,hemisphere,eeg_gaze,acc,0.5,14,2.0,0.48823529411764705,0.51
within,hemisphere,eeg_gaze,acc,0.5,14,3.0,0.4875,0.5142857142857142
within,hemisphere,eeg_gaze,acc,0.5,14,4.0,0.5,0.5235294117647059
within,hemisphere,eeg_gaze,acc,0.5,15,0.0,0.5294117647058824,0.5666666666666667
within,hemisphere,eeg_gaze,acc,0.5,15,1.0,0.5352941176470588,0.5285714285714286
within,hemisphere,eeg_gaze,acc,0.5,15,2.0,0.5125,0.55
within,hemisphere,eeg_gaze,acc,0.5,15,3.0,0.54375,0.6076923076923076
within,hemisphere,eeg_gaze,acc,0.5,15,4.0,0.50625,0.5
within,hemisphere,eeg_gaze,acc,0.5,16,0.0,0.5,0.5333333333333333
within,hemisphere,eeg_gaze,acc,0.5,16,1.0,0.5235294117647059,0.4714285714285714
within,hemisphere,eeg_gaze,acc,0.5,16,2.0,0.49411764705882355,0.56
within,hemisphere,eeg_gaze,acc,0.5,16,3.0,0.45625,0.5
within,hemisphere,eeg_gaze,acc,0.5,16,4.0,0.50625,0.5235294117647059
within,hemisphere,eeg_imu,acc,0.5,1,0.0,0.5176470588235295,0.6333333333333333
within,hemisphere,eeg_imu,acc,0.5,1,1.0,0.4411764705882353,0.5428571428571428
within,hemisphere,eeg_imu,acc,0.5,1,2.0,0.5764705882352941,0.56
within,hemisphere,eeg_imu,acc,0.5,1,3.0,0.50625,0.5642857142857143
within,hemisphere,eeg_imu,acc,0.5,1,4.0,0.55,0.5294117647058824
within,hemisphere,eeg_imu,acc,0.5,2,0.0,0.48823529411764705,0.6
within,hemisphere,eeg_imu,acc,0.5,2,1.0,0.4647058823529412,0.5
within,hemisphere,eeg_imu,acc,0.5,2,2.0,0.5411764705882353,0.5
within,hemisphere,eeg_imu,acc,0.5,2,3.0,0.5,0.5571428571428572
within,hemisphere,eeg_imu,acc,0.5,2,4.0,0.45625,0.5058823529411764
within,hemisphere,eeg_imu,acc,0.5,3,0.0,0.5176470588235295,0.5666666666666667
within,hemisphere,eeg_imu,acc,0.5,3,1.0,0.45294117647058824,0.5142857142857142
within,hemisphere,eeg_imu,acc,0.5,3,2.0,0.5117647058823529,0.47
within,hemisphere,eeg_imu,acc,0.5,3,3.0,0.4875,0.5642857142857143
within,hemisphere,eeg_imu,acc,0.5,3,4.0,0.45625,0.5294117647058824
within,hemisphere,eeg_imu,acc,0.5,4,0.0,0.5,0.5333333333333333
within,hemisphere,eeg_imu,acc,0.5,4,1.0,0.4470588235294118,0.5142857142857142
within,hemisphere,eeg_imu,acc,0.5,4,2.0,0.5529411764705883,0.49
within,hemisphere,eeg_imu,acc,0.5,4,3.0,0.48125,0.55
within,hemisphere,eeg_imu,acc,0.5,4,4.0,0.5125,0.5470588235294118
within,hemisphere,eeg_imu,acc,0.5,5,0.0,0.48823529411764705,0.6
within,hemisphere,eeg_imu,acc,0.5,5,1.0,0.45294117647058824,0.5285714285714286
within,hemisphere,eeg_imu,acc,0.5,5,2.0,0.5176470588235295,0.5
within,hemisphere,eeg_imu,acc,0.5,5,3.0,0.5125,0.5928571428571429
within,hemisphere,eeg_imu,acc,0.5,5,4.0,0.54375,0.5294117647058824
within,hemisphere,eeg_imu,acc,0.5,6,0.0,0.4823529411764706,0.5333333333333333
within,hemisphere,eeg_imu,acc,0.5,6,1.0,0.4823529411764706,0.5142857142857142
within,hemisphere,eeg_imu,acc,0.5,6,2.0,0.5117647058823529,0.46
within,hemisphere,eeg_imu,acc,0.5,6,3.0,0.5125,0.5785714285714286
