corpus,n_windows,n_listeners,n_content,window_sec,K,chance,probe_raw,excess_raw,probe_qmatch,excess_qmatch
kul,12637,16,8,5.0,2,0.5,0.6384426683548311,0.1384426683548311,0.5400807153596582,0.04008071535965818
dtu,20520,18,7,5.0,2,0.5,0.5000974658869396,9.746588693959612e-05,0.501608187134503,0.0016081871345029475
nju,17689,21,245,5.0,2,0.5,0.5044943185030245,0.004494318503024508,0.4940358414834078,-0.005964158516592211
