corpus,n_windows,n_listeners,n_content,window_sec,K,chance,probe_raw,excess_raw,probe_qmatch,excess_qmatch
kul,4608,16,8,30.0,2,0.5,0.5729166666666666,0.07291666666666663,0.5208333333333334,0.02083333333333337
dtu,2160,18,7,30.0,2,0.5,0.4981481481481482,-0.0018518518518518268,0.5027777777777778,0.002777777777777768
nju,2364,21,242,30.0,2,0.5,0.5,0.0,0.5076142131979695,0.0076142131979695105
